Actual,Predicted
1100,909.3039634037642
2700,2231.9279101728757
2250,1859.9399251440632
5211,4307.620866633651
2200,1818.6079268075284
580,479.45118070380295
350,289.32398835574315
650,537.3159783749516
1500,1239.9599500960421
400,330.6559866922779
5621,4646.543252993235
3600,2975.903880230501
950,785.30796839416
150,123.99599500960421
620,512.5167793730308
1752,1448.2732217121772
450,371.9879850288126
1700,1405.2879434421811
900,743.9759700576252
900,743.9759700576252
2852,2357.5771851159416
467,386.0408644632344
600,495.98398003841686
1000,826.6399667306947
2500,2066.5999168267367
620,512.5167793730308
250,206.65999168267368
5211,4307.620866633651
4500,3719.8798502881264
600,495.98398003841686
2250,1859.9399251440632
700,578.6479767114863
450,371.9879850288126
750,619.9799750480211
3621,2993.263319531846
5122,4234.049909594619
1000,826.6399667306947
7200,5951.807760461002
350,289.32398835574315
2000,1653.2799334613894
1000,826.6399667306947
1000,826.6399667306947
1100,909.3039634037642
1750,1446.6199417787159
900,743.9759700576252
3000,2479.9199001920842
3150,2603.9158952016883
1100,909.3039634037642
600,495.98398003841686
2200,1818.6079268075284
800,661.3119733845558
516,426.5462228330385
1700,1405.2879434421811
600,495.98398003841686
1800,1487.9519401152504
450,371.9879850288126
1300,1074.631956749903
930,768.7751690595461
1200,991.9679600768337
1000,826.6399667306947
5621,4646.543252993235
1800,1487.9519401152504
400,330.6559866922779
2000,1653.2799334613894
2200,1818.6079268075284
450,371.9879850288126
5562,4597.771494956124
3600,2975.903880230501
1000,826.6399667306947
900,743.9759700576252
300,247.99199001920843
700,578.6479767114863
4562,3771.1315282254295
600,495.98398003841686
900,743.9759700576252
6521,5390.51922305086
550,454.6519817018821
2852,2357.5771851159416
450,371.9879850288126
1200,991.9679600768337
1700,1405.2879434421811
2232,1845.0604057429107
1800,1487.9519401152504
1200,991.9679600768337
1000,826.6399667306947
1125,929.9699625720316
450,371.9879850288126
5562,4597.771494956124
1600,1322.6239467691116
2352,1944.257201750594
1000,826.6399667306947
2000,1653.2799334613894
5562,4597.771494956124
2300,1901.271923480598
700,578.6479767114863
1200,991.9679600768337
900,743.9759700576252
1500,1239.9599500960421
2700,2231.9279101728757
950,785.30796839416
300,247.99199001920843
1500,1239.9599500960421
2500,2066.5999168267367
1600,1322.6239467691116
1900,1570.61593678832
700,578.6479767114863
2852,2357.5771851159416
1184,978.7417206091426
3600,2975.903880230501
550,454.6519817018821
1300,1074.631956749903
1000,826.6399667306947
1100,909.3039634037642
5211,4307.620866633651
1800,1487.9519401152504
5211,4307.620866633651
5211,4307.620866633651
450,371.9879850288126
850,702.6439717210906
400,330.6559866922779
4500,3719.8798502881264
1500,1239.9599500960421
10000,8266.399667306947
1000,826.6399667306947
5521,4563.879256320166
1000,826.6399667306947
504,416.62654323227014
891,736.536210357049
1200,991.9679600768337
5562,4597.771494956124
2100,1735.943930134459
450,371.9879850288126
1800,1487.9519401152504
5211,4307.620866633651
2400,1983.9359201536674
451,372.81462499554334
1100,909.3039634037642
800,661.3119733845558
550,454.6519817018821
2200,1818.6079268075284
1600,1322.6239467691116
2700,2231.9279101728757
6521,5390.51922305086
1200,991.9679600768337
400,330.6559866922779
2852,2357.5771851159416
900,743.9759700576252
550,454.6519817018821
625,516.6499792066842
3600,2975.903880230501
2700,2231.9279101728757
9000,7439.759700576253
750,619.9799750480211
300,247.99199001920843
1100,909.3039634037642
850,702.6439717210906
6523,5392.172502984322
445,367.85478519515914
1000,826.6399667306947
400,330.6559866922779
1800,1487.9519401152504
1110,917.5703630710711
500,413.31998336534735
2700,2231.9279101728757
600,495.98398003841686
950,785.30796839416
750,619.9799750480211
720,595.1807760461002
5211,4307.620866633651
5211,4307.620866633651
6321,5225.191229704721
900,743.9759700576252
1600,1322.6239467691116
500,413.31998336534735
900,743.9759700576252
675,557.9819775432189
5412,4473.77549994652
5562,4597.771494956124
1100,909.3039634037642
450,371.9879850288126
1800,1487.9519401152504
600,495.98398003841686
4500,3719.8798502881264
2700,2231.9279101728757
900,743.9759700576252
550,454.6519817018821
600,495.98398003841686
1750,1446.6199417787159
2000,1653.2799334613894
600,495.98398003841686
5562,4597.771494956124
2000,1653.2799334613894
1500,1239.9599500960421
450,371.9879850288126
3000,2479.9199001920842
900,743.9759700576252
560,462.91838136918904
5321,4398.551262974027
5521,4563.879256320166
450,371.9879850288126
796,658.005413517633
850,702.6439717210906
2300,1901.271923480598
250,206.65999168267368
5562,4597.771494956124
2500,2066.5999168267367
756,624.9398148484053
5020,4149.732632988088
2520,2083.132716161351
150,123.99599500960421
1800,1487.9519401152504
2000,1653.2799334613894
1100,909.3039634037642
750,619.9799750480211
550,454.6519817018821
1500,1239.9599500960421
800,661.3119733845558
1800,1487.9519401152504
600,495.98398003841686
1100,909.3039634037642
500,413.31998336534735
2500,2066.5999168267367
750,619.9799750480211
420,347.18878602689176
280,231.45919068459452
1050,867.9719650672295
2811,2323.684946479983
2000,1653.2799334613894
450,371.9879850288126
1300,1074.631956749903
200,165.32799334613895
5562,4597.771494956124
800,661.3119733845558
2856,2360.8837449828643
900,743.9759700576252
8521,7043.79915651225
150,123.99599500960421
500,413.31998336534735
5562,4597.771494956124
1000,826.6399667306947
610,504.2503797057238
450,371.9879850288126
500,413.31998336534735
650,537.3159783749516
680,562.1151773768725
5211,4307.620866633651
900,743.9759700576252
1800,1487.9519401152504
2852,2357.5771851159416
1700,1405.2879434421811
450,371.9879850288126
450,371.9879850288126
5562,4597.771494956124
5621,4646.543252993235
900,743.9759700576252
5521,4563.879256320166
900,743.9759700576252
2100,1735.943930134459
1800,1487.9519401152504
1200,991.9679600768337
1400,1157.2959534229726
1150,950.635961740299
750,619.9799750480211
400,330.6559866922779
7000,5786.4797671148635
1500,1239.9599500960421
2000,1653.2799334613894
1000,826.6399667306947
605,500.1171798720703
800,661.3119733845558
4000,3306.559866922779
5562,4597.771494956124
900,743.9759700576252
300,247.99199001920843
8521,7043.79915651225
5562,4597.771494956124
1800,1487.9519401152504
1683,1391.2350640077593
750,619.9799750480211
650,537.3159783749516
1600,1322.6239467691116
300,247.99199001920843
525,433.98598253361473
250,206.65999168267368
5562,4597.771494956124
550,454.6519817018821
1000,826.6399667306947
5562,4597.771494956124
1200,991.9679600768337
1125,929.9699625720316
900,743.9759700576252
2200,1818.6079268075284
2200,1818.6079268075284
3000,2479.9199001920842
2852,2357.5771851159416
1300,1074.631956749903
5621,4646.543252993235
2750,2273.2599085094107
840,694.3775720537835
1100,909.3039634037642
6251,5167.326432033573
3600,2975.903880230501
1300,1074.631956749903
850,702.6439717210906
2856,2360.8837449828643
2000,1653.2799334613894
2200,1818.6079268075284
650,537.3159783749516
1700,1405.2879434421811
1600,1322.6239467691116
1000,826.6399667306947
2100,1735.943930134459
700,578.6479767114863
5521,4563.879256320166
550,454.6519817018821
400,330.6559866922779
1980,1636.7471341267756
3500,2893.2398835574318
6852,5664.13705203872
450,371.9879850288126
2511,2075.6929564607744
700,578.6479767114863
1400,1157.2959534229726
1900,1570.61593678832
2500,2066.5999168267367
550,454.6519817018821
2500,2066.5999168267367
5562,4597.771494956124
356,294.2838281561273
1700,1405.2879434421811
1800,1487.9519401152504
550,454.6519817018821
2140,1769.0095288036866
400,330.6559866922779
1500,1239.9599500960421
2300,1901.271923480598
950,785.30796839416
2000,1653.2799334613894
550,454.6519817018821
2500,2066.5999168267367
490,405.0535836980404
1350,1115.9639550864379
900,743.9759700576252
2541,2100.4921554626953
600,495.98398003841686
900,743.9759700576252
2700,2231.9279101728757
2200,1818.6079268075284
850,702.6439717210906
500,413.31998336534735
7251,5993.966398764267
5211,4307.620866633651
2020,1669.8127327960033
900,743.9759700576252
2011,1662.3729730954271
1200,991.9679600768337
1200,991.9679600768337
5841,4828.404045673988
1150,950.635961740299
5862,4845.763484975332
2475,2045.9339176584695
5562,4597.771494956124
1000,826.6399667306947
300,247.99199001920843
1350,1115.9639550864379
500,413.31998336534735
2800,2314.5919068459452
3000,2479.9199001920842
550,454.6519817018821
600,495.98398003841686
1800,1487.9519401152504
200,165.32799334613895
750,619.9799750480211
1750,1446.6199417787159
500,413.31998336534735
575,475.3179808701495
510,421.58638303265434
1000,826.6399667306947
720,595.1807760461002
1100,909.3039634037642
620,512.5167793730308
1800,1487.9519401152504
1300,1074.631956749903
1000,826.6399667306947
2700,2231.9279101728757
2800,2314.5919068459452
1700,1405.2879434421811
400,330.6559866922779
600,495.98398003841686
1100,909.3039634037642
1800,1487.9519401152504
2350,1942.6039218171327
5211,4307.620866633651
3011,2489.012939826122
900,743.9759700576252
8521,7043.79915651225
900,743.9759700576252
550,454.6519817018821
1500,1239.9599500960421
550,454.6519817018821
1600,1322.6239467691116
1700,1405.2879434421811
2852,2357.5771851159416
2500,2066.5999168267367
1300,1074.631956749903
1000,826.6399667306947
1650,1363.9559451056464
2200,1818.6079268075284
5211,4307.620866633651
600,495.98398003841686
500,413.31998336534735
1400,1157.2959534229726
2000,1653.2799334613894
2000,1653.2799334613894
550,454.6519817018821
2100,1735.943930134459
5562,4597.771494956124
2700,2231.9279101728757
5211,4307.620866633651
550,454.6519817018821
500,413.31998336534735
550,454.6519817018821
2852,2357.5771851159416
2250,1859.9399251440632
800,661.3119733845558
1200,991.9679600768337
900,743.9759700576252
1400,1157.2959534229726
1300,1074.631956749903
5562,4597.771494956124
650,537.3159783749516
1650,1363.9559451056464
2852,2357.5771851159416
1300,1074.631956749903
800,661.3119733845558
1200,991.9679600768337
8521,7043.79915651225
1200,991.9679600768337
675,557.9819775432189
1625,1343.289945937379
300,247.99199001920843
2000,1653.2799334613894
700,578.6479767114863
8521,7043.79915651225
150,123.99599500960421
1600,1322.6239467691116
6251,5167.326432033573
1800,1487.9519401152504
5526,4568.012456153819
450,371.9879850288126
5621,4646.543252993235
2100,1735.943930134459
600,495.98398003841686
450,371.9879850288126
1750,1446.6199417787159
3251,2687.4065318414887
6521,5390.51922305086
280,231.45919068459452
910,752.2423697249322
6521,5390.51922305086
1000,826.6399667306947
1700,1405.2879434421811
1700,1405.2879434421811
6541,5407.052022385475
1800,1487.9519401152504
4000,3306.559866922779
3600,2975.903880230501
1100,909.3039634037642
5562,4597.771494956124
1800,1487.9519401152504
600,495.98398003841686
950,785.30796839416
9011,7448.85274021029
900,743.9759700576252
1500,1239.9599500960421
800,661.3119733845558
1500,1239.9599500960421
10120,8365.59646331463
500,413.31998336534735
2200,1818.6079268075284
5562,4597.771494956124
6521,5390.51922305086
550,454.6519817018821
150,123.99599500960421
5532,4572.972295954203
2522,2084.785996094812
1500,1239.9599500960421
1700,1405.2879434421811
850,702.6439717210906
1650,1363.9559451056464
580,479.45118070380295
1000,826.6399667306947
350,289.32398835574315
3600,2975.903880230501
450,371.9879850288126
1850,1529.2839384517852
2856,2360.8837449828643
450,371.9879850288126
900,743.9759700576252
2852,2357.5771851159416
5562,4597.771494956124
1000,826.6399667306947
1350,1115.9639550864379
650,537.3159783749516
2200,1818.6079268075284
1950,1611.9479351248547
2350,1942.6039218171327
900,743.9759700576252
1350,1115.9639550864379
10000,8266.399667306947
1350,1115.9639550864379
620,512.5167793730308
1250,1033.2999584133684
1300,1074.631956749903
500,413.31998336534735
491,405.8802236647711
1500,1239.9599500960421
5562,4597.771494956124
1350,1115.9639550864379
2700,2231.9279101728757
1350,1115.9639550864379
900,743.9759700576252
1000,826.6399667306947
15461,12780.680525623271
900,743.9759700576252
800,661.3119733845558
4521,3737.239289589471
1953,1614.4278550250467
5621,4646.543252993235
1200,991.9679600768337
600,495.98398003841686
1700,1405.2879434421811
2741,2265.8201488088343
650,537.3159783749516
550,454.6519817018821
250,206.65999168267368
2250,1859.9399251440632
550,454.6519817018821
600,495.98398003841686
1600,1322.6239467691116
550,454.6519817018821
1000,826.6399667306947
1300,1074.631956749903
5449,4504.361178715556
1700,1405.2879434421811
900,743.9759700576252
5852,4837.497085308026
3000,2479.9199001920842
1800,1487.9519401152504
2200,1818.6079268075284
2541,2100.4921554626953
767,634.0328544824429
1650,1363.9559451056464
450,371.9879850288126
2250,1859.9399251440632
600,495.98398003841686
610,504.2503797057238
5412,4473.77549994652
1800,1487.9519401152504
600,495.98398003841686
1752,1448.2732217121772
6521,5390.51922305086
900,743.9759700576252
500,413.31998336534735
1000,826.6399667306947
1200,991.9679600768337
800,661.3119733845558
850,702.6439717210906
1100,909.3039634037642
1800,1487.9519401152504
2000,1653.2799334613894
650,537.3159783749516
750,619.9799750480211
400,330.6559866922779
510,421.58638303265434
1500,1239.9599500960421
2856,2360.8837449828643
5561,4596.944854989393
5562,4597.771494956124
1700,1405.2879434421811
5562,4597.771494956124
980,810.1071673960809
2250,1859.9399251440632
5211,4307.620866633651
2511,2075.6929564607744
1300,1074.631956749903
1852,1530.9372183852468
5562,4597.771494956124
2852,2357.5771851159416
1150,950.635961740299
600,495.98398003841686
1150,950.635961740299
6521,5390.51922305086
1800,1487.9519401152504
850,702.6439717210906
900,743.9759700576252
2700,2231.9279101728757
900,743.9759700576252
1800,1487.9519401152504
2311,1910.3649631146354
5562,4597.771494956124
1800,1487.9519401152504
1600,1322.6239467691116
1000,826.6399667306947
550,454.6519817018821
1850,1529.2839384517852
450,371.9879850288126
450,371.9879850288126
900,743.9759700576252
900,743.9759700576252
2000,1653.2799334613894
2856,2360.8837449828643
961,794.4010080281977
1500,1239.9599500960421
2200,1818.6079268075284
5211,4307.620866633651
5211,4307.620866633651
2000,1653.2799334613894
1300,1074.631956749903
2851,2356.7505451492107
2200,1818.6079268075284
1500,1239.9599500960421
300,247.99199001920843
280,231.45919068459452
581,480.27782067053363
750,619.9799750480211
310,256.2583896865154
542,448.03886196803654
400,330.6559866922779
5562,4597.771494956124
450,371.9879850288126
15412,12740.175167253466
1250,1033.2999584133684
1800,1487.9519401152504
500,413.31998336534735
1000,826.6399667306947
6251,5167.326432033573
450,371.9879850288126
5562,4597.771494956124
891,736.536210357049
1125,929.9699625720316
581,480.27782067053363
2500,2066.5999168267367
680,562.1151773768725
540,446.3855820345752
750,619.9799750480211
1100,909.3039634037642
1400,1157.2959534229726
2852,2357.5771851159416
900,743.9759700576252
820,677.8447727191697
1000,826.6399667306947
2200,1818.6079268075284
4000,3306.559866922779
1050,867.9719650672295
1200,991.9679600768337
1800,1487.9519401152504
3500,2893.2398835574318
6251,5167.326432033573
900,743.9759700576252
350,289.32398835574315
4465,3690.947451452552
1350,1115.9639550864379
1800,1487.9519401152504
400,330.6559866922779
750,619.9799750480211
2000,1653.2799334613894
2700,2231.9279101728757
450,371.9879850288126
5211,4307.620866633651
540,446.3855820345752
600,495.98398003841686
1200,991.9679600768337
810,669.5783730518627
2000,1653.2799334613894
550,454.6519817018821
900,743.9759700576252
5211,4307.620866633651
900,743.9759700576252
550,454.6519817018821
5621,4646.543252993235
550,454.6519817018821
1000,826.6399667306947
6000,4959.8398003841685
450,371.9879850288126
2000,1653.2799334613894
445,367.85478519515914
11212,9268.28730698455
675,557.9819775432189
1000,826.6399667306947
550,454.6519817018821
2000,1653.2799334613894
600,495.98398003841686
750,619.9799750480211
1600,1322.6239467691116
600,495.98398003841686
368,304.20350775689565
2852,2357.5771851159416
1100,909.3039634037642
1800,1487.9519401152504
950,785.30796839416
3000,2479.9199001920842
2852,2357.5771851159416
5562,4597.771494956124
2000,1653.2799334613894
600,495.98398003841686
3150,2603.9158952016883
1000,826.6399667306947
700,578.6479767114863
960,793.5743680614669
2700,2231.9279101728757
2250,1859.9399251440632
5412,4473.77549994652
2856,2360.8837449828643
600,495.98398003841686
2826,2336.0845459809434
900,743.9759700576252
970,801.8407677287739
940,777.041568726853
1800,1487.9519401152504
1500,1239.9599500960421
344,284.364148555359
700,578.6479767114863
446,368.6814251618899
5562,4597.771494956124
950,785.30796839416
455,376.1211848624661
550,454.6519817018821
5211,4307.620866633651
2000,1653.2799334613894
865,715.0435712220509
2250,1859.9399251440632
550,454.6519817018821
550,454.6519817018821
1750,1446.6199417787159
4521,3737.239289589471
2000,1653.2799334613894
5852,4837.497085308026
2856,2360.8837449828643
1783,1473.8990606808286
560,462.91838136918904
1300,1074.631956749903
8652,7152.088992153971
1000,826.6399667306947
1700,1405.2879434421811
1100,909.3039634037642
6521,5390.51922305086
5222,4316.713906267688
6852,5664.13705203872
675,557.9819775432189
445,367.85478519515914
150,123.99599500960421
350,289.32398835574315
1800,1487.9519401152504
5523,4565.532536253627
5562,4597.771494956124
860,710.9103713883975
1800,1487.9519401152504
449,371.1613450620819
450,371.9879850288126
7412,6127.05543340791
5562,4597.771494956124
5562,4597.771494956124
1800,1487.9519401152504
500,413.31998336534735
6251,5167.326432033573
4462,3688.46753155236
2200,1818.6079268075284
600,495.98398003841686
550,454.6519817018821
700,578.6479767114863
450,371.9879850288126
2000,1653.2799334613894
516,426.5462228330385
1800,1487.9519401152504
1700,1405.2879434421811
1300,1074.631956749903
350,289.32398835574315
1600,1322.6239467691116
1125,929.9699625720316
1540,1273.0255487652698
5562,4597.771494956124
1700,1405.2879434421811
5562,4597.771494956124
4500,3719.8798502881264
5562,4597.771494956124
3621,2993.263319531846
2500,2066.5999168267367
1600,1322.6239467691116
1440,1190.3615520922003
1000,826.6399667306947
750,619.9799750480211
5211,4307.620866633651
1600,1322.6239467691116
680,562.1151773768725
4500,3719.8798502881264
1800,1487.9519401152504
250,206.65999168267368
2852,2357.5771851159416
449,371.1613450620819
1000,826.6399667306947
3211,2654.340933172261
1150,950.635961740299
410,338.92238635958483
1200,991.9679600768337
1000,826.6399667306947
500,413.31998336534735
1337,1105.2176355189388
1200,991.9679600768337
1800,1487.9519401152504
2000,1653.2799334613894
1300,1074.631956749903
800,661.3119733845558
550,454.6519817018821
1800,1487.9519401152504
1350,1115.9639550864379
1500,1239.9599500960421
5621,4646.543252993235
500,413.31998336534735
400,330.6559866922779
800,661.3119733845558
400,330.6559866922779
5562,4597.771494956124
450,371.9879850288126
990,818.3735670633878
2307,1907.0584032477127
650,537.3159783749516
2000,1653.2799334613894
450,371.9879850288126
950,785.30796839416
1200,991.9679600768337
957,791.0944481612748
900,743.9759700576252
4500,3719.8798502881264
1000,826.6399667306947
6251,5167.326432033573
1750,1446.6199417787159
1850,1529.2839384517852
850,702.6439717210906
5621,4646.543252993235
1800,1487.9519401152504
2200,1818.6079268075284
990,818.3735670633878
5562,4597.771494956124
2125,1756.6099293027264
1200,991.9679600768337
3000,2479.9199001920842
450,371.9879850288126
1900,1570.61593678832
1400,1157.2959534229726
216,178.55423281383005
900,743.9759700576252
2020,1669.8127327960033
1100,909.3039634037642
450,371.9879850288126
5621,4646.543252993235
350,289.32398835574315
5211,4307.620866633651
850,702.6439717210906
5562,4597.771494956124
5562,4597.771494956124
1600,1322.6239467691116
6300,5207.8317904033765
5562,4597.771494956124
720,595.1807760461002
700,578.6479767114863
900,743.9759700576252
3500,2893.2398835574318
450,371.9879850288126
280,231.45919068459452
300,247.99199001920843
600,495.98398003841686
650,537.3159783749516
1000,826.6399667306947
3010,2488.186299859391
800,661.3119733845558
700,578.6479767114863
500,413.31998336534735
1700,1405.2879434421811
5211,4307.620866633651
1800,1487.9519401152504
3600,2975.903880230501
3985,3294.1602674218184
2500,2066.5999168267367
2856,2360.8837449828643
5852,4837.497085308026
950,785.30796839416
2856,2360.8837449828643
1100,909.3039634037642
900,743.9759700576252
1800,1487.9519401152504
5211,4307.620866633651
1900,1570.61593678832
350,289.32398835574315
1850,1529.2839384517852
500,413.31998336534735
750,619.9799750480211
1400,1157.2959534229726
1440,1190.3615520922003
5562,4597.771494956124
1400,1157.2959534229726
800,661.3119733845558
1800,1487.9519401152504
2852,2357.5771851159416
600,495.98398003841686
1000,826.6399667306947
6251,5167.326432033573
1000,826.6399667306947
350,289.32398835574315
4500,3719.8798502881264
300,247.99199001920843
1800,1487.9519401152504
2500,2066.5999168267367
1520,1256.492749430656
6211,5134.260833364345
350,289.32398835574315
900,743.9759700576252
850,702.6439717210906
3000,2479.9199001920842
650,537.3159783749516
950,785.30796839416
200,165.32799334613895
300,247.99199001920843
7000,5786.4797671148635
1800,1487.9519401152504
6521,5390.51922305086
1050,867.9719650672295
1450,1198.6279517595074
550,454.6519817018821
2500,2066.5999168267367
1050,867.9719650672295
4500,3719.8798502881264
2388,1974.016240552899
2852,2357.5771851159416
5200,4298.527826999612
5562,4597.771494956124
2152,1778.929208404455
2852,2357.5771851159416
850,702.6439717210906
2745,2269.126708675757
1700,1405.2879434421811
1100,909.3039634037642
2000,1653.2799334613894
995,822.5067668970413
2854,2359.230465049403
1200,991.9679600768337
4521,3737.239289589471
7412,6127.05543340791
1800,1487.9519401152504
2852,2357.5771851159416
900,743.9759700576252
850,702.6439717210906
2852,2357.5771851159416
2852,2357.5771851159416
1800,1487.9519401152504
650,537.3159783749516
750,619.9799750480211
2200,1818.6079268075284
